elo_diff,goal_diff_avg,home_form,away_form,h2h_wins,is_knockout,squad_value_ratio,value_log_home,value_log_away,eafc_overall_diff,eafc_physic_diff,eafc_top5_avg_home,venue_altitude_m,is_high_altitude,altitude_penalty,titles_diff,semis_diff,appearances_diff,avg_age_diff,avg_caps_diff,travel_dist_diff,climate_compat_diff,synergy_diff,top5_ratio_diff,goals_scored_diff,clean_sheets_diff,xg_for_avg_home,xg_for_avg_away,xg_against_avg_home,xg_against_avg_away,xg_diff_avg_home,xg_diff_avg_away,xg_overperform_avg_home,xg_overperform_avg_away,xg_efficiency_avg_home,xg_efficiency_avg_away,xg_consistency_home,xg_consistency_away,odds_implied_home_win,odds_implied_away_win,odds_implied_draw,odds_market_confidence,odds_margin,coach_wc_editions,coach_intl_win_rate,coach_tournament_wins,coach_experience_diff,coach_knockout_edge,fatigue_avg_club_matches_home,fatigue_avg_club_matches_away,fatigue_ucl_players_home,fatigue_ucl_players_away,fatigue_index_diff,fatigue_days_since_last_match_diff,pressure_penalty_win_rate_home,pressure_big_match_win_rate_home,pressure_knockout_win_rate_home,pressure_penalty_win_rate_away,pressure_big_match_win_rate_away,pressure_knockout_win_rate_away,pressure_penalty_win_rate_diff,pressure_big_match_win_rate_diff,pressure_knockout_win_rate_diff,target
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4417,0.2673,0.2526,0.8661,0.079,0,0.45,0,0,0,25.0,25.0,0.0,0.0,0.0,0.0,0.48,0.37,0.42,0.48,0.37,0.42,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,0.0,0.0,0.0,2,5,13,-0.5,6.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.25,0.30000000000000004,0.09999999999999998,2.161,0.0,1.17,0.0,0.991,0.0,0.439,0.0,1.0807602735652382,0.0,0.5795295026523193,0.0,0.639,0.3056,0.189,0.6935,0.066,0,0.53,0,0,0,36.8,25.0,3.0,0.0,0.31100478468899506,0.0,0.5314,0.501,0.5217,0.48,0.37,0.42,0.0514,0.131,0.10170000000000007,1
0.0,0.0,0.5,0.5,0,0,0.05,7.698970004336019,9.0,-13.5,-7.0,70.0,0.0,0.0,0.0,-5,-11,-21,-0.3000000000000007,-13.0,2500.0,-0.09999999999999998,0.04000000000000001,-0.41999999999999993,-0.5,-0.09999999999999998,0.0,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.1945,0.0,0.0,0.0,0,0.45,0,0,0,25.0,39.1,0.0,9.0,-0.3708133971291867,0.0,0.48,0.37,0.42,0.64,0.5449,0.7004,-0.16000000000000003,-0.17490000000000006,-0.28040000000000004,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.45,0,0,0,25.0,25.0,0.0,0.0,0.0,0.0,0.48,0.37,0.42,0.48,0.37,0.42,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,17.0,8.929418925714293,7.698970004336019,14.0,8.5,88.0,0.0,0.0,0.0,3,6,17,1.0,20.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.44999999999999996,0.8000000000000003,0.19999999999999996,2.884,0.0,0.95,0.0,1.934,0.0,0.616,0.0,1.2457596956683417,0.0,0.4170851232062826,0.0,0.6331,0.232,0.1742,0.6174,0.0833,1,0.71,2,1,1,36.3,25.0,7.0,0.0,0.2966507177033493,0.0,0.7222,0.6642,0.7,0.48,0.37,0.42,0.24219999999999997,0.2942,0.27999999999999997,1
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,0.0,0.0,0.0,2,5,13,-0.5,6.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.25,0.30000000000000004,0.09999999999999998,2.161,0.0,1.17,0.0,0.991,0.0,0.439,0.0,1.0807602735652382,0.0,0.5795295026523193,0.0,0.639,0.2673,0.189,0.6935,0.066,0,0.53,0,0,0,36.8,25.0,3.0,0.0,0.31100478468899506,0.0,0.5314,0.501,0.5217,0.48,0.37,0.42,0.0514,0.131,0.10170000000000007,1
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,0.0,0.0,0.0,2,5,13,-0.5,6.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.25,0.30000000000000004,0.09999999999999998,2.161,0.0,1.17,0.0,0.991,0.0,0.439,0.0,1.0807602735652382,0.0,0.5795295026523193,0.0,0.639,0.0,0.189,0.6935,0.066,0,0.53,0,0,0,36.8,25.0,3.0,0.0,0.31100478468899506,0.0,0.5314,0.501,0.5217,0.48,0.37,0.42,0.0514,0.131,0.10170000000000007,1
0.0,0.0,0.5,0.5,0,0,2.6666666666666665,8.505149978319906,8.079181246047625,3.5,1.5,81.5,0.0,0.0,0.0,0,1,3,-1.3999999999999986,1.0,-7000.0,0.25,-0.020000000000000004,0.17999999999999994,0.10000000000000009,0.0,1.7120000000000002,1.6,1.179,1.705,0.5329999999999999,-0.1049999999999999,0.088,0.7,1.1043395370402465,1.397464068315691,0.3105121217887923,0.4263279905841928,0.5541,0.0,0.1745,0.6843,0.0671,0,0.52,0,-1,0,30.2,24.5,2.0,1.0,0.15071770334928236,0.0,0.3901,0.3768,0.3964,0.5189,0.3806,0.4334,-0.12880000000000003,-0.00379999999999997,-0.03700000000000003,1
0.0,0.0,0.5,0.5,0,0,0.85,8.929418925714293,9.0,0.29999999999999716,-2.0,87.5,0.0,0.0,0.0,-4,-9,-6,-1.3000000000000007,-10.0,2500.0,-0.050000000000000044,0.18,0.06000000000000005,0.10000000000000009,0.09999999999999998,2.592,2.451,0.939,0.825,1.653,1.626,0.108,0.349,0.9731844800911872,1.1980330911358643,0.4399949494659632,0.3834478089938996,0.6413,0.1945,0.2269,0.7296,0.0546,0,0.67,1,0,0,42.3,39.1,12.0,9.0,0.08373205741626788,0.0,0.4564,0.5811,0.6325,0.64,0.5449,0.7004,-0.18360000000000004,0.0361999999999999,-0.06790000000000007,1
0.0,0.0,0.5,0.5,0,0,0.4166666666666667,7.698970004336019,8.079181246047625,-4.5,0.0,70.0,0.0,0.0,0.0,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.764,0.0,1.675,0.0,0.089,0.0,-0.064,0.0,0.9638575780728784,0.0,0.284026602822889,0.3973,0.2807,0.3302,0.8774,0.0839,0,0.45,0,0,0,25.0,25.3,0.0,0.0,-0.0071770334928229484,0.0,0.48,0.37,0.42,0.4741,0.3382,0.414,0.005899999999999961,0.031799999999999995,0.006000000000000005,1
0.0,0.0,0.5,0.5,0,0,0.36923076923076925,8.380211241711606,8.812913356642856,-5.0,-4.0,81.5,0.0,0.0,0.0,0,-5,1,0.5,6.0,-200.0,0.050000000000000044,-0.04999999999999999,-0.38,-0.5,0.0,1.6960000000000002,2.645,1.391,0.751,0.305,1.894,-0.196,-0.2449999999999999,0.8891132124050513,0.9060118494310764,0.3092715455532385,0.3351699403122077,0.6244,0.219,0.1437,0.6265,0.0498,1,0.57,0,1,1,31.0,38.0,2.0,7.0,-0.1842105263157895,0.0,0.3333,0.4488,0.4901,0.5646,0.5123,0.6106,-0.2313,-0.0635,-0.12050000000000005,1
0.0,0.0,0.5,0.5,0,0,4.166666666666667,8.8750612633917,8.255272505103306,6.0,2.5,86.5,0.0,0.0,0.0,4,13,13,0.6999999999999993,9.0,200.0,-0.050000000000000044,0.12,0.44999999999999996,0.30000000000000004,0.0,2.428,2.008,0.876,1.38,1.552,0.6280000000000001,-0.0279999999999999,0.1919999999999999,0.9223655810598944,1.0959572566962812,0.4258533915693417,0.4442921961452345,0.5733,0.3453,0.2037,0.6876,0.0583,0,0.58,0,0,0,38.7,23.7,10.0,0.0,0.39473684210526305,0.0,0.7582,0.5095,0.703,0.4442,0.329,0.414,0.314,0.18049999999999994,0.289,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.15,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.45,0,0,0,25.0,25.0,0.0,0.0,0.0,0.0,0.48,0.37,0.42,0.48,0.37,0.42,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,0.2777777777777778,7.698970004336019,8.255272505103306,-7.0,-5.0,70.0,0.0,0.0,0.0,0,0,-6,0.0,0.0,0.0,0.0,0.15,0.44999999999999996,0.0,0.0,0.0,2.008,0.0,1.38,0.0,0.6280000000000001,0.0,0.1919999999999999,0.0,1.0959572566962812,0.0,0.4442921961452345,0.0,0.3453,0.0,0.0,0.0,0,0.45,0,0,0,25.0,23.7,0.0,0.0,0.03349282296650724,0.0,0.48,0.37,0.42,0.4442,0.329,0.414,0.0358,0.04099999999999998,0.006000000000000005,1
0.0,0.0,0.5,0.5,0,0,3.75,8.8750612633917,8.301029995663981,6.0,3.5,86.5,0.0,0.0,0.0,4,9,8,0.6999999999999993,9.0,200.0,-0.050000000000000044,0.12,0.44999999999999996,0.30000000000000004,0.0,2.428,1.599,0.876,1.173,1.552,0.426,-0.0279999999999999,0.1009999999999999,0.9223655810598944,0.9320745946735548,0.4258533915693417,0.3812100616603805,0.5733,0.2383,0.2037,0.6876,0.0583,0,0.58,0,0,0,38.7,25.6,10.0,1.0,0.3444976076555023,0.0,0.7582,0.5095,0.703,0.4689,0.3119,0.418,0.2893,0.19759999999999994,0.285,1
0.0,0.0,0.5,0.5,0,0,0.15625,7.698970004336019,8.505149978319906,-8.0,-5.0,70.0,0.0,0.0,0.0,0,-1,-10,1.3999999999999986,-1.0,7000.0,-0.25,0.16999999999999998,0.27,-0.10000000000000009,0.0,0.0,1.7120000000000002,0.0,1.179,0.0,0.5329999999999999,0.0,0.088,0.0,1.1043395370402465,0.0,0.3105121217887923,0.0,0.2715,0.0,0.0,0.0,0,0.45,0,0,0,25.0,30.2,0.0,2.0,-0.13636363636363635,0.0,0.48,0.37,0.42,0.3901,0.3768,0.3964,0.08989999999999998,-0.006800000000000028,0.02360000000000001,1
0.0,0.0,0.5,0.5,0,0,0.23529411764705882,8.301029995663981,8.929418925714293,-7.0,-4.5,81.0,0.0,0.0,0.0,-3,-2,-6,-1.0,-20.0,1500.0,-0.04999999999999993,0.020000000000000004,-0.44999999999999996,-0.8000000000000003,-0.19999999999999996,1.599,2.884,1.173,0.95,0.426,1.934,0.1009999999999999,0.616,0.9320745946735548,1.2457596956683417,0.3812100616603805,0.4170851232062826,0.4719,0.1927,0.2898,0.8452,0.0678,0,0.53,0,-1,-1,25.6,36.3,1.0,7.0,-0.27990430622009577,0.0,0.4689,0.3119,0.418,0.7222,0.6642,0.7,-0.25329999999999997,-0.3523,-0.282,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.0,0.0,0.0,0,0.45,0,0,0,25.0,25.0,0.0,0.0,0.0,0.0,0.48,0.37,0.42,0.48,0.37,0.42,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,3.6,8.255272505103306,7.698970004336019,7.0,5.0,80.5,0.0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.008,0.0,1.38,0.0,0.6280000000000001,0.0,0.1919999999999999,0.0,1.0959572566962812,0.0,0.4442921961452345,0.0,0.3957,0.2725,0.259,0.881,0.0469,0,0.6,0,0,0,23.7,25.0,0.0,0.0,-0.03349282296650724,0.0,0.4442,0.329,0.414,0.48,0.37,0.42,-0.0358,-0.04099999999999998,-0.006000000000000005,1
0.0,0.0,0.5,0.5,0,0,1.5,8.8750612633917,8.698970004336019,2.5,3.0,86.5,0.0,0.0,0.0,4,11,6,-0.6000000000000014,-6.0,-100.0,0.0,0.14,0.09999999999999998,0.09999999999999987,-0.04999999999999999,2.428,2.002,0.876,1.323,1.552,0.6789999999999999,-0.0279999999999999,-0.1019999999999999,0.9223655810598944,0.9431066534244954,0.4258533915693417,0.3376651859131732,0.5733,0.205,0.2037,0.6876,0.0583,0,0.58,0,0,0,38.7,34.1,10.0,10.0,0.12200956937799023,0.0,0.7582,0.5095,0.703,0.4786,0.471,0.4919,0.27959999999999996,0.03849999999999998,0.21109999999999995,1
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-13.799999999999997,-5.0,70.0,0.0,0.0,0.0,-1,-2,-15,1.0,-3.0,0.0,-0.04999999999999993,0.010000000000000009,-0.030000000000000027,-0.6000000000000001,-0.19999999999999996,0.0,2.592,0.0,0.939,0.0,1.653,0.0,0.108,0.0,0.9731844800911872,0.0,0.4399949494659632,0.0,0.1318,0.0,0.0,0.0,0,0.45,0,0,0,25.0,42.3,0.0,12.0,-0.4545454545454546,0.0,0.48,0.37,0.42,0.4564,0.5811,0.6325,0.02360000000000001,-0.21109999999999995,-0.21249999999999997,0
0.0,0.0,0.5,0.5,0,0,0.16363636363636364,8.255272505103306,9.041392685158225,-7.5,-4.5,80.5,0.0,0.0,0.0,-2,-7,-9,0.3000000000000007,-10.0,200.0,0.0,0.0,-0.52,-0.7000000000000002,-0.09999999999999998,2.008,2.804,1.38,0.5599999999999999,0.6280000000000001,2.244,0.1919999999999999,0.296,1.0959572566962812,1.0649770760444726,0.4442921961452345,0.2852756951130297,0.3957,0.2349,0.259,0.881,0.0469,0,0.6,0,-3,-1,23.7,42.2,0.0,12.0,-0.4856459330143541,0.0,0.4442,0.329,0.414,0.6507,0.6107,0.6607,-0.20649999999999996,-0.2817,-0.24669999999999997,1
0.0,0.0,0.5,0.5,0,0,0.06666666666666667,7.698970004336019,8.8750612633917,-13.0,-7.5,70.0,0.0,0.0,0.0,-4,-13,-19,-0.6999999999999993,-9.0,-200.0,0.050000000000000044,-0.12,-0.44999999999999996,-0.30000000000000004,0.0,0.0,2.428,0.0,0.876,0.0,1.552,0.0,-0.0279999999999999,0.0,0.9223655810598944,0.0,0.4258533915693417,0.0,0.223,0.0,0.0,0.0,0,0.45,0,0,0,25.0,38.7,0.0,10.0,-0.3612440191387558,0.0,0.48,0.37,0.42,0.7582,0.5095,0.703,-0.2782,-0.13949999999999996,-0.283,1
0.0,0.0,0.5,0.5,0,0,0.20833333333333334,7.698970004336019,8.380211241711606,-7.5,-4.5,70.0,0.0,0.0,0.0,0,0,-11,-0.6000000000000014,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6960000000000002,0.0,1.391,0.0,0.305,0.0,-0.196,0.0,0.8891132124050513,0.0,0.3092715455532385,0.0,0.2319,0.0,0.0,0.0,0,0.45,0,-1,-1,25.0,31.0,0.0,2.0,-0.1578947368421052,0.0,0.48,0.37,0.42,0.3333,0.4488,0.4901,0.1467,-0.07879999999999998,-0.0701,1
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-13.799999999999997,-5.0,70.0,0.0,0.0,0.0,-1,-2,-15,1.0,-3.0,0.0,-0.04999999999999993,0.010000000000000009,-0.030000000000000027,-0.6000000000000001,-0.19999999999999996,0.0,2.592,0.0,0.939,0.0,1.653,0.0,0.108,0.0,0.9731844800911872,0.0,0.4399949494659632,0.0,0.1318,0.0,0.0,0.0,0,0.45,0,0,0,25.0,42.3,0.0,12.0,-0.4545454545454546,0.0,0.48,0.37,0.42,0.4564,0.5811,0.6325,0.02360000000000001,-0.21109999999999995,-0.21249999999999997,1
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,0.0,0.0,0.0,5,11,21,0.3000000000000007,13.0,-2500.0,0.09999999999999998,-0.04000000000000001,0.41999999999999993,0.5,0.09999999999999998,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.6748,0.0,0.1307,0.8196,0.0699,0,0.6,0,0,0,39.1,25.0,9.0,0.0,0.3708133971291867,0.0,0.64,0.5449,0.7004,0.48,0.37,0.42,0.16000000000000003,0.17490000000000006,0.28040000000000004,0
0.0,0.0,0.5,0.5,0,0,0.05,7.698970004336019,9.0,-13.5,-7.0,70.0,0.0,0.0,0.0,-5,-11,-21,-0.3000000000000007,-13.0,2500.0,-0.09999999999999998,0.19,0.030000000000000027,-0.5,-0.09999999999999998,0.0,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.1945,0.0,0.0,0.0,0,0.45,0,0,0,25.0,39.1,0.0,9.0,-0.3708133971291867,0.0,0.48,0.37,0.42,0.64,0.5449,0.7004,-0.16000000000000003,-0.17490000000000006,-0.28040000000000004,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.0,0.0,0.0,0,0.45,0,0,0,25.0,25.0,0.0,0.0,0.0,0.0,0.48,0.37,0.42,0.48,0.37,0.42,0.0,0.0,0.0,0
0.0,0.0,0.5,0.5,0,0,2.2,9.041392685158225,8.698970004336019,4.0,5.0,89.0,0.0,0.0,0.0,2,5,2,-1.6000000000000014,-5.0,-500.0,0.050000000000000044,0.020000000000000004,0.17000000000000004,0.5,0.04999999999999999,2.804,2.002,0.5599999999999999,1.323,2.244,0.6789999999999999,0.296,-0.1019999999999999,1.0649770760444726,0.9431066534244954,0.2852756951130297,0.3376651859131732,0.7185,0.205,0.05,0.6062,0.0885,3,0.68,2,3,1,42.2,34.1,12.0,10.0,0.21291866028708128,0.0,0.6507,0.6107,0.6607,0.4786,0.471,0.4919,0.17209999999999992,0.13970000000000005,0.16879999999999995,1
0.0,0.0,0.5,0.5,0,0,0.1111111111111111,7.698970004336019,8.653212513775344,-8.0,-5.0,70.0,0.0,0.0,0.0,0,0,-2,0.0,0.0,0.0,0.0,0.15,0.44999999999999996,0.0,0.0,0.0,1.6330000000000002,0.0,1.3030000000000002,0.0,0.33,0.0,0.567,0.0,1.4576317234223708,0.0,0.3969620748747779,0.0,0.297,0.0,0.0,0.0,0,0.45,0,0,0,25.0,34.3,0.0,8.0,-0.2440191387559807,0.0,0.48,0.37,0.42,0.4446,0.38,0.4143,0.03539999999999999,-0.010000000000000009,0.005699999999999983,1
0.0,0.0,0.5,0.5,0,0,4.0,8.301029995663981,7.698970004336019,7.0,4.0,81.0,0.0,0.0,0.0,0,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599,0.0,1.173,0.0,0.426,0.0,0.1009999999999999,0.0,0.9320745946735548,0.0,0.3812100616603805,0.0,0.4719,0.0,0.2898,0.8452,0.0678,0,0.53,0,0,0,25.6,25.0,1.0,0.0,0.01674641148325351,0.0,0.4689,0.3119,0.418,0.48,0.37,0.42,-0.011099999999999999,-0.058099999999999985,-0.0020000000000000018,1
