elo_diff,goal_diff_avg,home_form,away_form,h2h_wins,is_knockout,squad_value_ratio,value_log_home,value_log_away,eafc_overall_diff,eafc_physic_diff,eafc_top5_avg_home,venue_altitude_m,is_high_altitude,altitude_penalty,titles_diff,semis_diff,appearances_diff,avg_age_diff,avg_caps_diff,travel_dist_diff,climate_compat_diff,synergy_diff,top5_ratio_diff,goals_scored_diff,clean_sheets_diff,xg_for_avg_home,xg_for_avg_away,xg_against_avg_home,xg_against_avg_away,xg_diff_avg_home,xg_diff_avg_away,xg_overperform_avg_home,xg_overperform_avg_away,xg_efficiency_avg_home,xg_efficiency_avg_away,xg_consistency_home,xg_consistency_away,odds_implied_home_win,odds_implied_away_win,odds_implied_draw,odds_market_confidence,odds_margin,target
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4417,0.2673,0.2526,0.8661,0.079,1
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,0.0,0.0,0.0,2,5,13,-0.5,6.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.25,0.30000000000000004,0.09999999999999998,2.161,0.0,1.17,0.0,0.991,0.0,0.439,0.0,1.0807602735652382,0.0,0.5795295026523193,0.0,0.639,0.3056,0.189,0.6935,0.066,1
0.0,0.0,0.5,0.5,0,0,0.05,7.698970004336019,9.0,-13.5,-7.0,70.0,0.0,0.0,0.0,-5,-11,-21,-0.3000000000000007,-13.0,2500.0,-0.09999999999999998,0.04000000000000001,-0.41999999999999993,-0.5,-0.09999999999999998,0.0,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.1945,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,17.0,8.929418925714293,7.698970004336019,14.0,8.5,88.0,0.0,0.0,0.0,3,6,17,1.0,20.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.44999999999999996,0.8000000000000003,0.19999999999999996,2.884,0.0,0.95,0.0,1.934,0.0,0.616,0.0,1.2457596956683417,0.0,0.4170851232062826,0.0,0.6331,0.232,0.1742,0.6174,0.0833,1
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,0.0,0.0,0.0,2,5,13,-0.5,6.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.25,0.30000000000000004,0.09999999999999998,2.161,0.0,1.17,0.0,0.991,0.0,0.439,0.0,1.0807602735652382,0.0,0.5795295026523193,0.0,0.639,0.2673,0.189,0.6935,0.066,1
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,0.0,0.0,0.0,2,5,13,-0.5,6.0,-1500.0,0.04999999999999993,-0.020000000000000004,0.25,0.30000000000000004,0.09999999999999998,2.161,0.0,1.17,0.0,0.991,0.0,0.439,0.0,1.0807602735652382,0.0,0.5795295026523193,0.0,0.639,0.0,0.189,0.6935,0.066,1
0.0,0.0,0.5,0.5,0,0,2.6666666666666665,8.505149978319906,8.079181246047625,3.5,1.5,81.5,0.0,0.0,0.0,0,1,3,-1.3999999999999986,1.0,-7000.0,0.25,-0.020000000000000004,0.17999999999999994,0.10000000000000009,0.0,1.7120000000000002,1.6,1.179,1.705,0.5329999999999999,-0.1049999999999999,0.088,0.7,1.1043395370402465,1.397464068315691,0.3105121217887923,0.4263279905841928,0.5541,0.0,0.1745,0.6843,0.0671,1
0.0,0.0,0.5,0.5,0,0,0.85,8.929418925714293,9.0,0.29999999999999716,-2.0,87.5,0.0,0.0,0.0,-4,-9,-6,-1.3000000000000007,-10.0,2500.0,-0.050000000000000044,0.18,0.06000000000000005,0.10000000000000009,0.09999999999999998,2.592,2.451,0.939,0.825,1.653,1.626,0.108,0.349,0.9731844800911872,1.1980330911358643,0.4399949494659632,0.3834478089938996,0.6413,0.1945,0.2269,0.7296,0.0546,1
0.0,0.0,0.5,0.5,0,0,0.4166666666666667,7.698970004336019,8.079181246047625,-4.5,0.0,70.0,0.0,0.0,0.0,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.764,0.0,1.675,0.0,0.089,0.0,-0.064,0.0,0.9638575780728784,0.0,0.284026602822889,0.3973,0.2807,0.3302,0.8774,0.0839,1
0.0,0.0,0.5,0.5,0,0,0.36923076923076925,8.380211241711606,8.812913356642856,-5.0,-4.0,81.5,0.0,0.0,0.0,0,-5,1,0.5,6.0,-200.0,0.050000000000000044,-0.04999999999999999,-0.38,-0.5,0.0,1.6960000000000002,2.645,1.391,0.751,0.305,1.894,-0.196,-0.2449999999999999,0.8891132124050513,0.9060118494310764,0.3092715455532385,0.3351699403122077,0.6244,0.219,0.1437,0.6265,0.0498,1
0.0,0.0,0.5,0.5,0,0,4.166666666666667,8.8750612633917,8.255272505103306,6.0,2.5,86.5,0.0,0.0,0.0,4,13,13,0.6999999999999993,9.0,200.0,-0.050000000000000044,0.12,0.44999999999999996,0.30000000000000004,0.0,2.428,2.008,0.876,1.38,1.552,0.6280000000000001,-0.0279999999999999,0.1919999999999999,0.9223655810598944,1.0959572566962812,0.4258533915693417,0.4442921961452345,0.5733,0.3453,0.2037,0.6876,0.0583,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.15,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,0.2777777777777778,7.698970004336019,8.255272505103306,-7.0,-5.0,70.0,0.0,0.0,0.0,0,0,-6,0.0,0.0,0.0,0.0,0.15,0.44999999999999996,0.0,0.0,0.0,2.008,0.0,1.38,0.0,0.6280000000000001,0.0,0.1919999999999999,0.0,1.0959572566962812,0.0,0.4442921961452345,0.0,0.3453,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,3.75,8.8750612633917,8.301029995663981,6.0,3.5,86.5,0.0,0.0,0.0,4,9,8,0.6999999999999993,9.0,200.0,-0.050000000000000044,0.12,0.44999999999999996,0.30000000000000004,0.0,2.428,1.599,0.876,1.173,1.552,0.426,-0.0279999999999999,0.1009999999999999,0.9223655810598944,0.9320745946735548,0.4258533915693417,0.3812100616603805,0.5733,0.2383,0.2037,0.6876,0.0583,1
0.0,0.0,0.5,0.5,0,0,0.15625,7.698970004336019,8.505149978319906,-8.0,-5.0,70.0,0.0,0.0,0.0,0,-1,-10,1.3999999999999986,-1.0,7000.0,-0.25,0.16999999999999998,0.27,-0.10000000000000009,0.0,0.0,1.7120000000000002,0.0,1.179,0.0,0.5329999999999999,0.0,0.088,0.0,1.1043395370402465,0.0,0.3105121217887923,0.0,0.2715,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,0.23529411764705882,8.301029995663981,8.929418925714293,-7.0,-4.5,81.0,0.0,0.0,0.0,-3,-2,-6,-1.0,-20.0,1500.0,-0.04999999999999993,0.020000000000000004,-0.44999999999999996,-0.8000000000000003,-0.19999999999999996,1.599,2.884,1.173,0.95,0.426,1.934,0.1009999999999999,0.616,0.9320745946735548,1.2457596956683417,0.3812100616603805,0.4170851232062826,0.4719,0.1927,0.2898,0.8452,0.0678,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,3.6,8.255272505103306,7.698970004336019,7.0,5.0,80.5,0.0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.008,0.0,1.38,0.0,0.6280000000000001,0.0,0.1919999999999999,0.0,1.0959572566962812,0.0,0.4442921961452345,0.0,0.3957,0.2725,0.259,0.881,0.0469,1
0.0,0.0,0.5,0.5,0,0,1.5,8.8750612633917,8.698970004336019,2.5,3.0,86.5,0.0,0.0,0.0,4,11,6,-0.6000000000000014,-6.0,-100.0,0.0,0.14,0.09999999999999998,0.09999999999999987,-0.04999999999999999,2.428,2.002,0.876,1.323,1.552,0.6789999999999999,-0.0279999999999999,-0.1019999999999999,0.9223655810598944,0.9431066534244954,0.4258533915693417,0.3376651859131732,0.5733,0.205,0.2037,0.6876,0.0583,1
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-13.799999999999997,-5.0,70.0,0.0,0.0,0.0,-1,-2,-15,1.0,-3.0,0.0,-0.04999999999999993,0.010000000000000009,-0.030000000000000027,-0.6000000000000001,-0.19999999999999996,0.0,2.592,0.0,0.939,0.0,1.653,0.0,0.108,0.0,0.9731844800911872,0.0,0.4399949494659632,0.0,0.1318,0.0,0.0,0.0,0
0.0,0.0,0.5,0.5,0,0,0.16363636363636364,8.255272505103306,9.041392685158225,-7.5,-4.5,80.5,0.0,0.0,0.0,-2,-7,-9,0.3000000000000007,-10.0,200.0,0.0,0.0,-0.52,-0.7000000000000002,-0.09999999999999998,2.008,2.804,1.38,0.5599999999999999,0.6280000000000001,2.244,0.1919999999999999,0.296,1.0959572566962812,1.0649770760444726,0.4442921961452345,0.2852756951130297,0.3957,0.2349,0.259,0.881,0.0469,1
0.0,0.0,0.5,0.5,0,0,0.06666666666666667,7.698970004336019,8.8750612633917,-13.0,-7.5,70.0,0.0,0.0,0.0,-4,-13,-19,-0.6999999999999993,-9.0,-200.0,0.050000000000000044,-0.12,-0.44999999999999996,-0.30000000000000004,0.0,0.0,2.428,0.0,0.876,0.0,1.552,0.0,-0.0279999999999999,0.0,0.9223655810598944,0.0,0.4258533915693417,0.0,0.223,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,0.20833333333333334,7.698970004336019,8.380211241711606,-7.5,-4.5,70.0,0.0,0.0,0.0,0,0,-11,-0.6000000000000014,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6960000000000002,0.0,1.391,0.0,0.305,0.0,-0.196,0.0,0.8891132124050513,0.0,0.3092715455532385,0.0,0.2319,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-13.799999999999997,-5.0,70.0,0.0,0.0,0.0,-1,-2,-15,1.0,-3.0,0.0,-0.04999999999999993,0.010000000000000009,-0.030000000000000027,-0.6000000000000001,-0.19999999999999996,0.0,2.592,0.0,0.939,0.0,1.653,0.0,0.108,0.0,0.9731844800911872,0.0,0.4399949494659632,0.0,0.1318,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,0.0,0.0,0.0,5,11,21,0.3000000000000007,13.0,-2500.0,0.09999999999999998,-0.04000000000000001,0.41999999999999993,0.5,0.09999999999999998,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.6748,0.0,0.1307,0.8196,0.0699,0
0.0,0.0,0.5,0.5,0,0,0.05,7.698970004336019,9.0,-13.5,-7.0,70.0,0.0,0.0,0.0,-5,-11,-21,-0.3000000000000007,-13.0,2500.0,-0.09999999999999998,0.19,0.030000000000000027,-0.5,-0.09999999999999998,0.0,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.1945,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.0,0.0,0.0,0
0.0,0.0,0.5,0.5,0,0,2.2,9.041392685158225,8.698970004336019,4.0,5.0,89.0,0.0,0.0,0.0,2,5,2,-1.6000000000000014,-5.0,-500.0,0.050000000000000044,0.020000000000000004,0.17000000000000004,0.5,0.04999999999999999,2.804,2.002,0.5599999999999999,1.323,2.244,0.6789999999999999,0.296,-0.1019999999999999,1.0649770760444726,0.9431066534244954,0.2852756951130297,0.3376651859131732,0.7185,0.205,0.05,0.6062,0.0885,1
0.0,0.0,0.5,0.5,0,0,0.1111111111111111,7.698970004336019,8.653212513775344,-8.0,-5.0,70.0,0.0,0.0,0.0,0,0,-2,0.0,0.0,0.0,0.0,0.15,0.44999999999999996,0.0,0.0,0.0,1.6330000000000002,0.0,1.3030000000000002,0.0,0.33,0.0,0.567,0.0,1.4576317234223708,0.0,0.3969620748747779,0.0,0.297,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,4.0,8.301029995663981,7.698970004336019,7.0,4.0,81.0,0.0,0.0,0.0,0,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599,0.0,1.173,0.0,0.426,0.0,0.1009999999999999,0.0,0.9320745946735548,0.0,0.3812100616603805,0.0,0.4719,0.0,0.2898,0.8452,0.0678,1
0.0,0.0,0.5,0.5,0,0,0.20833333333333334,7.698970004336019,8.380211241711606,-7.5,-4.5,70.0,0.0,0.0,0.0,0,0,-11,-0.6000000000000014,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6960000000000002,0.0,1.391,0.0,0.305,0.0,-0.196,0.0,0.8891132124050513,0.0,0.3092715455532385,0.3973,0.2319,0.3302,0.8774,0.0839,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,5.0,9.0,8.301029995663981,6.5,3.0,87.5,0.0,0.0,0.0,5,7,10,0.3000000000000007,13.0,-2500.0,0.09999999999999998,-0.04000000000000001,0.41999999999999993,0.5,0.09999999999999998,2.451,1.599,0.825,1.173,1.626,0.426,0.349,0.1009999999999999,1.1980330911358643,0.9320745946735548,0.3834478089938996,0.3812100616603805,0.6748,0.2383,0.1307,0.8196,0.0699,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.15,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,0.25,7.698970004336019,8.301029995663981,-7.0,-4.0,70.0,0.0,0.0,0.0,0,-4,-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599,0.0,1.173,0.0,0.426,0.0,0.1009999999999999,0.0,0.9320745946735548,0.0,0.3812100616603805,0.3973,0.2383,0.3302,0.8774,0.0839,1
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,0.0,0.0,0.0,5,11,21,0.3000000000000007,13.0,-2500.0,0.09999999999999998,-0.04000000000000001,0.41999999999999993,0.5,0.09999999999999998,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.6748,0.0,0.1307,0.8196,0.0699,1
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3973,0.0,0.3302,0.8774,0.0839,1
0.0,0.0,0.5,0.5,0,0,0.07692307692307693,7.698970004336019,8.812913356642856,-12.5,-8.5,70.0,0.0,0.0,0.0,0,-5,-10,-0.10000000000000142,-4.0,-200.0,0.050000000000000044,-0.04999999999999999,-0.38,-0.5,0.0,0.0,2.645,0.0,0.751,0.0,1.894,0.0,-0.2449999999999999,0.0,0.9060118494310764,0.0,0.3351699403122077,0.0,0.219,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,0.0,0.0,0.0,5,11,21,0.3000000000000007,13.0,-2500.0,0.09999999999999998,-0.04000000000000001,0.41999999999999993,0.5,0.09999999999999998,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.6748,0.2179,0.1307,0.8196,0.0699,1
0.0,0.0,0.5,0.5,0,0,0.045454545454545456,7.698970004336019,9.041392685158225,-14.5,-9.5,70.0,0.0,0.0,0.0,-2,-7,-15,0.3000000000000007,-10.0,200.0,0.0,0.15,-0.07000000000000006,-0.7000000000000002,-0.09999999999999998,0.0,2.804,0.0,0.5599999999999999,0.0,2.244,0.0,0.296,0.0,1.0649770760444726,0.0,0.2852756951130297,0.0,0.2349,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,0.32,8.380211241711606,8.8750612633917,-5.5,-3.0,81.5,0.0,0.0,0.0,-4,-13,-8,-0.09999999999999787,1.0,-200.0,0.050000000000000044,-0.12,-0.44999999999999996,-0.30000000000000004,0.0,1.6960000000000002,2.428,1.391,0.876,0.305,1.552,-0.196,-0.0279999999999999,0.8891132124050513,0.9223655810598944,0.3092715455532385,0.4258533915693417,0.6244,0.223,0.1437,0.6265,0.0498,1
0.0,0.0,0.5,0.5,0,0,0.32,8.380211241711606,8.8750612633917,-5.5,-3.0,81.5,0.0,0.0,0.0,-4,-13,-8,-0.09999999999999787,1.0,-200.0,0.050000000000000044,-0.12,-0.44999999999999996,-0.30000000000000004,0.0,1.6960000000000002,2.428,1.391,0.876,0.305,1.552,-0.196,-0.0279999999999999,0.8891132124050513,0.9223655810598944,0.3092715455532385,0.4258533915693417,0.6244,0.223,0.1437,0.6265,0.0498,0
0.0,0.0,0.5,0.5,0,0,4.0,8.301029995663981,7.698970004336019,7.0,4.0,81.0,0.0,0.0,0.0,0,4,11,0.0,0.0,0.0,0.0,-0.15,-0.44999999999999996,0.0,0.0,1.599,0.0,1.173,0.0,0.426,0.0,0.1009999999999999,0.0,0.9320745946735548,0.0,0.3812100616603805,0.0,0.4719,0.0,0.2898,0.8452,0.0678,1
0.0,0.0,0.5,0.5,0,0,0.15625,7.698970004336019,8.505149978319906,-8.0,-5.0,70.0,0.0,0.0,0.0,0,-1,-10,1.3999999999999986,-1.0,7000.0,-0.25,0.020000000000000004,-0.17999999999999994,-0.10000000000000009,0.0,0.0,1.7120000000000002,0.0,1.179,0.0,0.5329999999999999,0.0,0.088,0.0,1.1043395370402465,0.0,0.3105121217887923,0.4794,0.2715,0.2886,0.8789,0.0804,1
0.0,0.0,0.5,0.5,0,0,0.7083333333333334,8.929418925714293,9.079181246047625,-0.20000000000000284,-3.0,87.5,0.0,0.0,0.0,0,-1,0,-0.8999999999999986,-4.0,500.0,0.04999999999999993,-0.040000000000000036,-0.09999999999999998,0.19999999999999996,0.09999999999999998,2.592,2.341,0.939,1.067,1.653,1.274,0.108,0.359,0.9731844800911872,1.1426634743995732,0.4399949494659632,0.2724559087673128,0.6413,0.228,0.2269,0.7296,0.0546,1
0.0,0.0,0.5,0.5,0,0,0.22727272727272727,7.698970004336019,8.342422680822207,-7.0,-3.5,70.0,0.0,0.0,0.0,0,0,-16,-0.3999999999999986,-11.0,7500.0,-0.29999999999999993,-0.24999999999999997,0.12,0.09999999999999987,0.050000000000000044,0.0,1.7739999999999998,0.0,1.399,0.0,0.375,0.0,-0.2739999999999999,0.0,0.8012143853944391,0.0,0.301485212462126,0.0,0.215,0.0,0.0,0.0,1
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,0.0,0.0,0.0,5,11,21,0.3000000000000007,13.0,-2500.0,0.09999999999999998,-0.04000000000000001,0.41999999999999993,0.5,0.09999999999999998,2.451,0.0,0.825,0.0,1.626,0.0,0.349,0.0,1.1980330911358643,0.0,0.3834478089938996,0.0,0.6748,0.0,0.1307,0.8196,0.0699,1
0.0,0.0,0.5,0.5,0,0,1.0909090909090908,8.380211241711606,8.342422680822207,0.5,1.0,81.5,0.0,0.0,0.0,0,0,-5,0.20000000000000284,-1.0,7500.0,-0.29999999999999993,-0.24999999999999997,0.12,0.09999999999999987,0.050000000000000044,1.6960000000000002,1.7739999999999998,1.391,1.399,0.305,0.375,-0.196,-0.2739999999999999,0.8891132124050513,0.8012143853944391,0.3092715455532385,0.301485212462126,0.6244,0.215,0.1437,0.6265,0.0498,1
0.0,0.0,0.5,0.5,0,0,24.0,9.079181246047625,7.698970004336019,14.0,8.0,88.5,0.0,0.0,0.0,1,3,15,-0.10000000000000142,7.0,-500.0,0.0,0.18000000000000002,0.58,0.40000000000000013,0.09999999999999998,2.341,0.0,1.067,0.0,1.274,0.0,0.359,0.0,1.1426634743995732,0.0,0.2724559087673128,0.0,0.6109,0.232,0.1611,0.6545,0.0492,1
0.0,0.0,0.5,0.5,0,0,2.65625,8.929418925714293,8.505149978319906,5.799999999999997,0.0,87.5,0.0,0.0,0.0,1,1,5,0.3999999999999986,2.0,7000.0,-0.20000000000000007,0.15999999999999998,0.30000000000000004,0.5,0.19999999999999996,2.592,1.7120000000000002,0.939,1.179,1.653,0.5329999999999999,0.108,0.088,0.9731844800911872,1.1043395370402465,0.4399949494659632,0.3105121217887923,0.6413,0.2715,0.2269,0.7296,0.0546,1
